LAST,FIRST,POS,AGE,TEAM,GP,GS,MP,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,EFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Patterson,Steve,C,27,CHI,52,None,782,69,182,.379,None,None,None,69,182,.379,.379,26,44,.591,73,127,200,71,13,11,None,82,164
Perry,Curtis,PF,27,PHO,71,None,2353,386,776,.497,None,None,None,386,776,.497,.497,175,239,.732,197,487,684,182,84,66,None,269,947
Petrie,Geoff,SG,27,POR,72,None,2557,543,1177,.461,None,None,None,543,1177,.461,.461,277,334,.829,38,130,168,330,82,5,None,194,1363
Pondexter,Cliff,PF,21,CHI,75,None,1326,156,380,.411,None,None,None,156,380,.411,.411,122,182,.670,113,268,381,90,28,26,None,134,434
Porter,Howard,SF,27,DET,75,None,1482,298,635,.469,None,None,None,298,635,.469,.469,73,97,.753,81,214,295,25,31,36,None,133,669
Porter,Kevin,PG,25,DET,19,None,687,99,235,.421,None,None,None,99,235,.421,.421,42,56,.750,14,30,44,193,35,3,None,83,240
Price,Jim,PG,26,MIL,80,None,2525,398,958,.415,None,None,None,398,958,.415,.415,141,166,.849,74,187,261,395,148,32,None,264,937
Ratleff,Ed,SF,25,HOU,72,None,2401,314,647,.485,None,None,None,314,647,.485,.485,168,206,.816,107,272,379,260,114,37,None,234,796
Ray,Clifford,C,27,GSW,82,None,2184,212,404,.525,None,None,None,212,404,.525,.525,140,230,.609,270,506,776,149,78,83,None,247,564
Restani,Kevin,PF,24,MIL,82,None,1650,234,493,.475,None,None,None,234,493,.475,.475,24,42,.571,115,261,376,96,36,12,None,151,492
Riley,Pat,SG,30,TOT,62,None,813,117,301,.389,None,None,None,117,301,.389,.389,55,77,.714,16,34,50,57,22,6,None,112,289
Riley,Pat,SG,30,LAL,2,None,23,5,13,.385,None,None,None,5,13,.385,.385,1,3,.333,1,2,3,0,1,1,None,5,11
Riley,Pat,SG,30,PHO,60,None,790,112,288,.389,None,None,None,112,288,.389,.389,54,74,.730,15,32,47,57,21,5,None,107,278
Riley,Ron,PF,25,HOU,65,None,1049,115,280,.411,None,None,None,115,280,.411,.411,38,56,.679,91,213,304,75,32,21,None,137,268
Riordan,Mike,SF,30,WSB,78,None,1943,291,662,.440,None,None,None,291,662,.440,.440,71,96,.740,44,143,187,122,54,13,None,201,653
Roberson,Rick,C,28,KCK,74,None,709,73,180,.406,None,None,None,73,180,.406,.406,42,103,.408,74,159,233,53,18,17,None,126,188
Robinson,Truck,PF,24,WSB,82,None,2055,354,779,.454,None,None,None,354,779,.454,.454,211,314,.672,139,418,557,113,42,107,None,239,919
Robinzine,Bill,PF,23,KCK,75,None,1327,229,499,.459,None,None,None,229,499,.459,.459,145,198,.732,128,227,355,60,80,8,None,290,603
Roche,John,SG,26,LAL,15,None,52,3,14,.214,None,None,None,3,14,.214,.214,2,4,.500,0,3,3,6,0,0,None,7,8
Rowe,Curtis,PF,26,DET,80,None,2998,514,1098,.468,None,None,None,514,1098,.468,.468,252,342,.737,231,466,697,183,47,45,None,209,1280
Russell,Campy,SF,24,CLE,82,None,1961,483,1003,.482,None,None,None,483,1003,.482,.482,266,344,.773,134,211,345,107,69,10,None,231,1232
Russell,Cazzie,SF,31,LAL,74,None,1625,371,802,.463,None,None,None,371,802,.463,.463,132,148,.892,50,133,183,122,53,3,None,122,874
Saunders,Fred,SF,24,PHO,17,None,146,28,64,.438,None,None,None,28,64,.438,.438,6,11,.545,11,26,37,13,5,1,None,23,62
Schlueter,Dale,C,30,BUF,71,None,773,61,122,.500,None,None,None,61,122,.500,.500,54,81,.667,58,166,224,80,13,17,None,141,176
Scott,Charlie,SG,27,BOS,82,None,2913,588,1309,.449,None,None,None,588,1309,.449,.449,267,335,.797,106,252,358,341,103,24,None,356,1443
Seals,Bruce,SF,22,SEA,81,None,2435,388,889,.436,None,None,None,388,889,.436,.436,181,267,.678,157,350,507,119,64,44,None,314,957
Searcy,Ed,SF,23,BOS,4,None,12,2,6,.333,None,None,None,2,6,.333,.333,2,2,1.000,0,0,0,1,0,0,None,4,6
Short,Gene,SF,22,TOT,34,None,222,32,91,.352,None,None,None,32,91,.352,.352,20,32,.625,19,29,48,10,8,3,None,36,84
Short,Gene,SF,22,SEA,7,None,37,6,11,.545,None,None,None,6,11,.545,.545,1,2,.500,2,5,7,2,0,0,None,5,13
Short,Gene,SF,22,NYK,27,None,185,26,80,.325,None,None,None,26,80,.325,.325,19,30,.633,17,24,41,8,8,3,None,31,71
Shumate,John,PF,23,TOT,75,None,1976,332,592,.561,None,None,None,332,592,.561,.561,212,326,.650,143,411,554,127,82,34,None,159,876
Shumate,John,PF,23,PHO,43,None,930,186,338,.550,None,None,None,186,338,.550,.550,115,183,.628,61,179,240,62,44,16,None,76,487
Shumate,John,PF,23,BUF,32,None,1046,146,254,.575,None,None,None,146,254,.575,.575,97,143,.678,82,232,314,65,38,18,None,83,389
Silas,Paul,PF,32,BOS,81,None,2662,315,740,.426,None,None,None,315,740,.426,.426,236,333,.709,365,660,1025,203,56,33,None,227,866
Skinner,Tal,SF,23,SEA,72,None,1224,132,285,.463,None,None,None,132,285,.463,.463,49,80,.613,89,175,264,67,50,7,None,116,313
Sloan,Jerry,SG,33,CHI,22,None,617,84,210,.400,None,None,None,84,210,.400,.400,55,78,.705,40,76,116,22,27,5,None,77,223
Smith,Bingo,SG,29,CLE,81,None,2338,495,1121,.442,None,None,None,495,1121,.442,.442,111,136,.816,83,258,341,155,58,36,None,231,1101
Smith,Elmore,C,26,MIL,78,None,2809,498,962,.518,None,None,None,498,962,.518,.518,222,351,.632,201,692,893,97,78,238,None,268,1218
Smith,Greg,SF,29,POR,1,None,3,0,1,.000,None,None,None,0,1,.000,.000,0,0,None,0,0,0,0,0,0,None,2,0
Smith,Phil,SG,23,GSW,82,None,2793,659,1383,.477,None,None,None,659,1383,.477,.477,323,410,.788,133,243,376,362,108,18,None,223,1641
Smith,Randy,SG,27,BUF,82,None,3167,702,1422,.494,None,None,None,702,1422,.494,.494,383,469,.817,104,313,417,484,153,4,None,274,1787
Snyder,Dick,SG,31,CLE,82,None,2274,441,881,.501,None,None,None,441,881,.501,.501,155,188,.824,50,148,198,220,59,33,None,215,1037
Sobers,Ricky,SG,23,PHO,78,None,1898,280,623,.449,None,None,None,280,623,.449,.449,158,192,.823,80,179,259,215,106,7,None,253,718
Sojourner,Mike,C,22,ATL,67,None,1602,248,524,.473,None,None,None,248,524,.473,.473,80,119,.672,126,323,449,58,38,40,None,174,576
Stacom,Kevin,SG,24,BOS,77,None,1114,170,387,.439,None,None,None,170,387,.439,.439,68,91,.747,62,99,161,128,23,5,None,117,408
Stallworth,Bud,SF,26,NOJ,56,None,1051,211,483,.437,None,None,None,211,483,.437,.437,85,124,.685,42,103,145,53,30,17,None,135,507
Steele,Larry,SG,26,POR,81,None,2382,322,651,.495,None,None,None,322,651,.495,.495,154,203,.759,77,215,292,324,170,19,None,289,798
Thomas,Terry,PF,22,DET,28,None,136,28,65,.431,None,None,None,28,65,.431,.431,21,29,.724,15,21,36,3,4,2,None,21,77
Thurmond,Nate,C,34,TOT,78,None,1393,142,337,.421,None,None,None,142,337,.421,.421,62,123,.504,115,300,415,94,22,98,None,160,346
Thurmond,Nate,C,34,CHI,13,None,260,20,45,.444,None,None,None,20,45,.444,.444,8,18,.444,14,57,71,26,4,12,None,15,48
Thurmond,Nate,C,34,CLE,65,None,1133,122,292,.418,None,None,None,122,292,.418,.418,54,105,.514,101,243,344,68,18,86,None,145,298
Tomjanovich,Rudy,PF,27,HOU,79,None,2912,622,1202,.517,None,None,None,622,1202,.517,.517,221,288,.767,167,499,666,188,42,19,None,206,1465
Trapp,George,PF,27,DET,76,None,1091,278,602,.462,None,None,None,278,602,.462,.462,63,88,.716,79,150,229,50,33,23,None,167,619
Unseld,Wes,C,29,WSB,78,None,2922,318,567,.561,None,None,None,318,567,.561,.561,114,195,.585,271,765,1036,404,84,59,None,203,750
Van Arsdale,Dick,SG,32,PHO,58,None,1870,276,570,.484,None,None,None,276,570,.484,.484,195,235,.830,39,98,137,140,52,11,None,113,747
Van Arsdale,Tom,SF,32,ATL,75,None,2026,346,785,.441,None,None,None,346,785,.441,.441,126,166,.759,35,151,186,146,57,7,None,202,818
Van Lier,Norm,PG,28,CHI,76,None,3026,361,987,.366,None,None,None,361,987,.366,.366,235,319,.737,138,272,410,500,150,26,None,298,957
Walk,Neal,C,27,NYK,82,None,1340,262,607,.432,None,None,None,262,607,.432,.432,79,99,.798,98,291,389,119,26,22,None,209,603
Walker,Foots,PG,24,CLE,81,None,1280,143,369,.388,None,None,None,143,369,.388,.388,84,108,.778,53,129,182,288,98,5,None,136,370
Walker,Jimmy,SG,31,KCK,73,None,2490,459,950,.483,None,None,None,459,950,.483,.483,231,267,.865,49,128,177,176,87,14,None,186,1149
Walton,Bill,C,23,POR,51,None,1687,345,732,.471,None,None,None,345,732,.471,.471,133,228,.583,132,549,681,220,49,82,None,144,823
Warner,Cornell,PF,27,LAL,81,None,2512,251,524,.479,None,None,None,251,524,.479,.479,89,128,.695,223,499,722,106,55,46,None,283,591
Washington,Jim,PF,32,BUF,1,None,7,0,1,.000,None,None,None,0,1,.000,.000,0,0,None,1,0,1,1,0,0,None,0,0
Washington,Kermit,PF,24,LAL,36,None,492,39,90,.433,None,None,None,39,90,.433,.433,45,66,.682,51,114,165,20,11,26,None,76,123
Watts,Slick,PG,24,SEA,82,None,2776,433,1015,.427,None,None,None,433,1015,.427,.427,199,344,.578,112,253,365,661,261,16,None,270,1065
Weatherspoon,Nick,SF,25,WSB,64,None,1083,218,458,.476,None,None,None,218,458,.476,.476,96,137,.701,85,189,274,55,46,16,None,172,532
Wedman,Scott,SF,23,KCK,82,None,2968,538,1181,.456,None,None,None,538,1181,.456,.456,191,245,.780,199,407,606,199,103,36,None,280,1267
Weiss,Bob,PG,33,BUF,66,None,995,89,183,.486,None,None,None,89,183,.486,.486,35,48,.729,13,53,66,150,48,14,None,94,213
Wesley,Walt,C,31,LAL,1,None,7,1,2,.500,None,None,None,1,2,.500,.500,2,4,.500,0,1,1,1,0,0,None,2,4
Westphal,Paul,PG,25,PHO,82,None,2960,657,1329,.494,None,None,None,657,1329,.494,.494,365,440,.830,74,185,259,440,210,38,None,218,1679
Wetzel,John,SG,31,PHO,37,None,249,22,46,.478,None,None,None,22,46,.478,.478,20,24,.833,8,30,38,19,9,3,None,30,64
White,Jo Jo,PG,29,BOS,82,None,3257,670,1492,.449,None,None,None,670,1492,.449,.449,212,253,.838,61,252,313,445,107,20,None,183,1552
White,Rudy,SG,22,HOU,32,None,284,42,102,.412,None,None,None,42,102,.412,.412,18,25,.720,13,25,38,30,19,5,None,32,102
Wicks,Sidney,PF,26,POR,79,None,3044,580,1201,.483,None,None,None,580,1201,.483,.483,345,512,.674,245,467,712,244,77,53,None,250,1505
Wilkes,Jamaal,SF,22,GSW,82,None,2716,617,1334,.463,None,None,None,617,1334,.463,.463,227,294,.772,193,527,720,167,102,31,None,222,1461
Williams,Earl,C,24,DET,46,None,562,73,152,.480,None,None,None,73,152,.480,.480,22,44,.500,103,148,251,18,22,20,None,81,168
Williams,Gus,PG,22,GSW,77,None,1728,365,853,.428,None,None,None,365,853,.428,.428,173,233,.742,62,97,159,240,140,26,None,143,903
Williams,Nate,SF,25,NOJ,81,None,1935,421,948,.444,None,None,None,421,948,.444,.444,197,239,.824,135,225,360,107,109,17,None,253,1039
Williams,Ron,PG,31,LAL,9,None,158,17,43,.395,None,None,None,17,43,.395,.395,10,13,.769,2,17,19,21,3,0,None,15,44
Willoughby,Bill,SF,18,ATL,62,None,870,113,284,.398,None,None,None,113,284,.398,.398,66,100,.660,103,185,288,31,37,29,None,87,292
Wilson,Bobby,SG,25,CHI,58,None,856,197,489,.403,None,None,None,197,489,.403,.403,43,58,.741,32,62,94,52,25,2,None,96,437
Winfield,Lee,PG,28,KCK,22,None,214,32,66,.485,None,None,None,32,66,.485,.485,9,14,.643,8,16,24,19,10,6,None,14,73
Wingo,Harthorne,PF,28,NYK,57,None,533,72,163,.442,None,None,None,72,163,.442,.442,40,60,.667,46,61,107,18,19,8,None,59,184
Winters,Brian,SG,23,MIL,78,None,2795,618,1333,.464,None,None,None,618,1333,.464,.464,180,217,.829,66,183,249,366,124,25,None,240,1416
Witte,Luke,C,25,CLE,22,None,99,11,32,.344,None,None,None,11,32,.344,.344,9,15,.600,9,29,38,4,1,1,None,14,31
Wohl,Dave,PG,26,HOU,50,None,700,66,163,.405,None,None,None,66,163,.405,.405,38,49,.776,9,47,56,112,26,1,None,112,170
